NewRollNo,Class,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Question36,Question37,Question38,Question39,Question40,Question41,Question42,Question43,Question44,Question45,Question46,Question47,Question48,Question49,Question50,Question51,Question52,Question53,Question54,Question55,Question56,Question57,Question58,Question59,Question60,Question61,Question62,Question63,Question64,Question65,Question66,Question67,Question68,Question69,Question70,Question71,Question72,Question73,Question74,Question75,Question76,Question77,Question78,Question79,Question80,Question81,Question82,Question83,Question84,Question85,Question86,Question87,Question88,Question89,Question90
4039,8,A,E,A,A,C,E,E,C,,E,C,A,B,C,A,B,D,C,B,B,E,E,D,B,C,C,E,E,B,C,E,B,A,E,B,B,E,C,A,E,B,B,C,B,B,A,C,B,C,E,B,A,E,A,B,C,B,C,A,D,E,A,B,E,,C,E,D,E,A,B,D,A,B,B,A,E,B,E,D,A,B,D,A,B,D,B,A,A,E
4044,8,D,C,C,B,C,D,A,B,B,E,C,B,B,A,C,D,B,A,,,B,B,,C,C,,,,A,,,,,,,B,,,D,A,,A,A,,C,B,A,D,D,E,B,,,,B,C,C,C,A,D,E,D,C,,,,C,D,D,D,D,D,B,B,A,B,B,,B,C,C,D,E,A,D,A,A,C,A,E
4045,8,B,C,C,B,D,E,A,D,D,C,D,C,D,C,B,D,A,B,C,E,B,E,A,B,C,A,B,B,A,C,D,C,A,D,B,C,D,C,C,A,B,A,B,C,D,B,A,D,A,D,C,B,B,D,B,B,C,A,A,E,D,A,C,A,D,C,C,A,D,C,B,D,A,C,A,A,B,D,B,"C,E",C,D,A,A,C,A,C,B,E,E
4046,8,C,B,A,B,D,E,A,C,A,D,C,D,D,A,"C,D",D,A,B,D,A,B,E,D,D,E,C,E,D,D,C,D,E,C,B,B,B,E,C,D,E,E,A,A,D,D,A,D,E,D,C,D,D,D,E,B,D,A,C,E,D,E,C,E,E,C,E,D,E,C,C,B,E,A,D,E,E,B,D,E,C,E,D,B,C,C,E,B,E,E,E
4047,8,C,E,B,B,D,C,A,A,C,B,D,A,B,A,D,C,E,C,B,A,A,E,B,B,C,A,B,D,A,E,C,D,B,A,C,E,C,B,E,A,"B,D",D,A,E,B,C,C,B,C,E,A,C,D,E,B,A,C,E,B,D,A,D,B,A,E,C,B,E,C,A,D,D,C,E,B,D,A,E,A,B,D,A,E,C,D,C,A,D,E,C
4049,8,B,C,D,A,E,D,A,D,D,,D,B,B,C,B,D,D,C,C,B,D,B,B,B,C,A,A,C,A,B,B,A,A,D,B,D,A,C,D,A,A,B,A,A,D,D,D,D,A,E,C,C,B,A,B,C,B,B,B,D,B,D,E,C,D,A,C,B,D,E,B,D,B,A,B,D,B,C,B,E,D,B,C,C,C,A,D,A,B,A
4050,8,D,C,A,B,D,D,A,B,D,E,C,D,D,A,C,D,D,A,C,E,B,C,C,B,B,C,B,C,C,A,C,B,B,D,A,C,B,C,A,A,D,B,D,B,D,C,D,B,A,D,E,E,A,C,B,C,C,A,C,B,C,A,B,C,E,C,D,D,A,E,B,D,A,A,A,D,B,A,C,B,D,B,D,C,B,B,D,C,D,B
4051,8,D,B,B,A,D,E,,A,D,,D,,B,,C,D,D,B,,,B,E,,,,C,A,,E,,E,E,,,,B,E,,,A,D,,A,,C,B,A,D,C,D,C,D,B,C,"B,D",C,C,,A,,,,,,,,C,D,D,B,,E,,,D,,E,,D,B,,D,C,C,,,C,B,,E
4052,8,D,C,A,B,,D,A,B,D,C,D,A,C,A,C,D,E,B,C,B,E,E,,C,C,C,B,A,B,A,C,,D,A,B,B,A,C,D,C,B,C,A,B,C,A,D,A,B,D,B,A,B,B,B,B,C,D,B,A,B,A,B,A,D,C,C,C,E,C,C,E,E,A,E,A,C,D,C,C,E,D,A,D,B,A,D,D,E,C
4053,8,B,C,D,C,C,C,A,D,A,C,D,C,B,E,A,D,A,B,C,B,C,"B,E",C,D,C,"A,C",B,A,D,A,C,B,D,A,A,B,D,C,B,A,B,B,A,A,D,"D,E",A,B,D,C,B,B,C,C,C,B,E,B,A,B,B,A,B,A,B,B,B,B,D,C,B,E,E,A,B,B,A,B,A,B,A,C,A,B,A,A,B,A,B,A
4054,8,B,B,D,B,A,D,A,B,D,A,D,A,B,D,C,C,D,A,B,C,B,B,B,C,C,C,A,D,B,C,A,D,B,C,D,B,C,B,B,C,D,A,D,A,A,D,B,B,A,E,E,A,B,A,D,A,B,D,A,A,B,D,D,D,C,A,E,D,D,D,D,D,A,C,A,E,B,C,E,C,C,D,C,D,A,A,D,A,E,A
4056,8,B,B,D,B,D,E,A,D,D,A,C,A,D,A,E,D,D,B,C,B,,E,,"D,E",B,A,E,D,A,D,D,A,E,,,,,,,,,,B,,E,B,D,B,A,E,C,D,B,A,B,C,B,D,C,D,E,D,A,A,C,B,C,D,D,A,B,D,E,B,C,D,E,D,A,B,C,E,E,C,D,B,D,B,C,A
4057,8,,A,"C,D",B,A,,A,D,D,,D,,D,C,B,D,E,B,E,B,E,,,,,A,,,A,B,E,,,,A,B,E,,,,,,,B,,B,B,D,A,D,A,A,B,C,B,D,C,B,A,,,,,A,,,B,D,D,,D,,A,,,A,D,C,A,D,,D,,,C,A,B,,B,
4058,8,C,B,E,B,E,C,A,B,C,B,D,A,B,A,B,D,A,D,C,A,B,E,D,B,C,A,B,C,B,E,B,D,B,C,B,A,E,B,C,B,D,E,A,C,B,A,D,D,B,E,C,D,B,A,B,B,B,C,C,D,C,D,B,"A,E",C,B,D,D,D,E,D,C,B,A,B,A,D,C,B,C,E,B,E,A,C,,,C,E,D
4059,8,A,A,D,B,D,D,A,E,D,B,D,,B,A,E,D,A,B,C,B,E,E,E,C,C,A,C,D,C,D,B,,,B,D,B,B,C,A,A,D,A,A,,,B,A,D,E,E,E,A,B,C,B,C,C,B,A,C,B,D,D,C,C,A,C,D,D,C,D,D,D,C,A,C,A,A,D,C,C,D,C,A,C,A,A,A,B,C
4060,8,A,B,C,B,E,C,A,D,C,A,C,D,B,E,D,C,E,B,D,A,E,E,C,D,E,C,E,A,A,A,B,"C,E",B,C,D,C,C,E,D,C,E,D,C,A,B,A,C,E,A,D,A,A,E,C,B,C,C,A,D,D,E,A,C,B,B,D,A,E,B,B,B,E,A,B,D,E,D,A,B,C,B,A,A,A,C,D,A,A,D,D
4061,8,,C,B,B,D,D,B,D,D,C,C,,B,,C,D,,D,,,B,E,D,,C,A,,B,,,D,A,,,B,B,,,,A,,C,,,,,A,,D,E,C,C,,D,B,B,C,,,D,,,C,C,D,,,D,D,A,,D,,,E,E,,,D,B,,D,C,,,A,B,,A,C
4063,8,C,A,B,B,D,B,A,B,D,B,D,B,D,A,C,D,A,B,C,B,B,E,E,D,C,A,B,B,D,B,C,C,A,B,B,C,D,B,A,A,B,A,A,C,C,A,A,B,D,D,B,C,A,E,B,D,E,D,A,A,C,B,A,D,B,B,E,D,D,D,E,D,A,A,A,C,D,B,B,D,E,D,A,C,B,A,C,E,B,C
4064,8,,C,B,B,C,D,A,D,D,,,,B,,,D,,B,,,E,,,C,C,,,,,,,,,,A,B,,,,,,,B,,,,,,A,E,E,,,,,,C,,,D,,,,,,,C,D,D,C,B,D,A,,E,,,,,,,"B,D",C,,,,,,,
4066,8,B,B,B,B,D,D,E,E,B,E,D,A,B,E,B,D,D,C,C,B,E,E,E,B,D,A,E,D,B,D,B,D,A,B,B,B,A,B,C,A,D,C,A,C,C,C,A,D,A,D,C,E,A,C,B,B,C,D,A,C,B,A,D,D,B,E,C,D,D,C,D,D,B,A,A,C,D,B,E,B,D,E,C,A,C,A,D,B,E,C
4071,8,C,C,A,B,E,A,A,A,B,D,C,A,D,D,"C,E",E,B,B,C,A,A,E,,D,C,A,C,,C,A,E,B,A,D,B,B,B,B,E,A,B,B,A,A,D,A,E,C,C,E,C,B,E,E,D,B,E,B,D,D,,,A,A,A,A,B,E,D,E,E,D,B,D,B,B,A,C,B,C,A,E,A,C,A,"A,D",B,A,D,C
4072,8,C,A,C,A,E,C,A,D,"A,B",B,E,A,B,C,A,D,E,C,D,B,B,E,A,A,D,B,C,D,B,D,C,B,E,B,D,C,D,E,D,A,C,B,D,B,E,C,C,A,D,B,E,E,A,C,E,B,D,A,B,D,E,C,B,D,E,A,B,C,D,E,D,C,B,A,B,B,D,D,A,"A,C",C,E,E,A,C,B,E,D,A,E
4073,8,B,C,C,B,B,E,A,D,E,C,D,C,D,A,C,D,A,B,B,A,E,C,D,D,C,E,D,B,D,C,"A,D",D,C,D,B,D,C,E,A,C,E,C,B,D,B,D,C,D,A,D,E,B,D,D,B,B,B,C,D,D,D,C,A,C,C,C,C,D,A,D,D,D,C,B,C,E,B,B,E,D,A,D,A,B,D,E,E,E,B,E
4074,8,C,C,D,B,D,D,,D,D,E,A,,D,C,,D,A,B,C,B,B,,,B,C,C,C,,,B,C,D,B,,B,E,,,A,,,B,D,,B,E,B,D,A,D,C,D,B,D,C,C,C,D,A,A,D,D,,C,,D,C,D,D,C,D,D,B,C,E,C,E,,E,C,,D,C,A,,A,D,,B,E
4075,8,B,C,A,B,A,D,A,B,D,C,D,B,B,A,D,D,D,A,D,C,B,B,B,D,E,D,C,A,B,B,A,D,B,B,B,B,C,D,D,C,B,C,B,C,A,D,D,B,A,E,C,E,D,C,B,C,E,D,C,D,B,A,C,E,E,A,C,D,D,E,D,D,B,D,A,B,B,A,D,D,A,E,C,C,C,A,C,D,A,A
4076,8,D,C,A,B,D,D,A,D,D,E,D,A,D,E,B,D,A,A,C,E,E,E,B,B,D,A,"C,D",C,A,B,D,E,A,B,A,A,E,C,B,A,D,E,E,B,C,C,B,D,B,E,A,A,B,C,B,E,C,A,B,D,B,E,C,B,B,C,D,D,B,C,D,D,A,E,E,A,"C,D",D,D,A,E,C,A,B,D,A,A,D,A,E
4077,8,D,A,B,A,D,C,A,D,C,E,D,A,B,C,C,D,D,C,D,B,B,E,E,B,C,D,A,C,D,A,D,B,A,D,B,C,D,C,A,C,B,D,A,A,E,A,A,D,A,E,B,C,B,D,A,D,C,D,C,D,D,B,E,C,E,A,D,D,D,D,D,D,A,C,"A,C",B,D,"D,E",D,E,B,E,A,E,C,A,"B,D",E,B,C
4080,8,A,C,D,B,D,D,,D,D,C,E,D,D,,D,,E,B,C,D,B,E,B,D,C,A,D,,A,B,,,B,"D,E",A,B,D,B,C,,,,,,,B,A,D,A,D,B,,B,C,B,C,B,A,B,,A,E,D,D,,C,C,B,D,C,D,A,"A,C",A,A,,C,D,B,C,D,D,B,C,,D,D,E,E,C
4081,8,A,C,D,B,D,D,A,D,"D,E",C,E,D,D,D,D,D,E,"B,D",D,A,B,E,A,D,C,A,C,A,B,E,D,B,B,D,D,C,B,D,B,C,D,A,B,C,A,B,A,D,A,D,B,,B,C,B,C,B,A,B,,A,E,D,D,,C,C,B,D,C,D,A,A,A,A,D,C,D,B,C,D,D,B,C,B,D,D,E,E,C
4082,8,A,B,B,C,D,D,B,D,D,E,D,E,D,E,D,D,A,C,D,B,E,E,E,E,C,A,B,A,A,D,C,B,E,B,C,C,D,A,D,C,E,C,B,C,D,C,B,D,A,E,A,E,C,A,B,B,C,C,A,D,B,B,D,A,B,B,C,E,D,C,B,D,B,B,A,A,C,B,D,E,E,E,A,D,C,A,D,A,E,C
4084,8,,C,A,B,D,D,A,D,D,,D,B,B,D,D,D,A,B,,B,,,C,,C,,,C,,C,,A,D,,A,,B,B,D,A,,,A,B,,C,B,D,,E,C,D,B,A,C,C,,A,,,A,D,,A,,,C,D,C,,D,B,A,B,D,,,B,,C,C,D,A,,,A,A,,,C
4085,8,B,C,C,B,C,D,A,D,E,C,D,A,B,A,C,D,D,B,D,A,B,E,,,D,C,C,D,A,B,A,A,D,C,"A,C",B,C,B,E,A,A,A,C,B,B,B,B,E,,E,,A,D,E,C,,B,B,D,B,E,A,C,A,,C,D,"D,E",E,A,D,C,A,B,A,,B,E,E,A,C,D,D,C,B,A,D,,C,A
4086,8,D,C,C,A,D,E,A,D,D,E,C,C,B,"B,E",E,D,B,B,C,B,B,E,B,C,C,C,A,E,A,B,B,B,C,D,D,C,D,A,E,A,A,D,A,E,C,E,B,D,A,E,B,A,C,C,B,C,B,D,B,D,A,C,D,E,D,B,C,E,A,C,B,E,A,B,A,A,B,C,D,D,E,D,C,A,D,B,A,C,A,C
4088,8,B,E,B,A,E,E,E,,,E,D,,,A,E,D,,C,,,E,E,D,C,C,A,,,,,,B,,,B,C,,C,C,,,,A,C,,C,D,,,D,B,"B,D",D,,B,A,C,D,,B,,A,C,A,,,B,E,A,C,B,D,A,,B,,,A,,,D,,,,,,D,,B,A
4089,8,D,A,C,B,C,E,A,C,D,B,C,D,B,A,D,D,D,C,C,C,E,E,A,B,C,D,B,D,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,B,A,D,C,D,B,A,D,C,D,C,B,D,B,D,C,C,D,B,B,D,D,D,D,C,B,D,A,B,A,A,B,E,C,C,B,E,C,B,C,B,E,B,D,E
4090,8,B,B,E,B,E,D,E,C,D,,D,A,B,A,B,D,A,B,E,A,B,E,B,E,C,A,E,B,A,B,E,B,D,E,B,A,E,C,A,C,E,E,E,B,C,E,D,B,A,C,A,B,B,A,B,C,C,D,A,D,A,C,B,D,D,E,C,E,D,A,D,E,A,D,B,A,D,D,B,A,A,C,E,B,C,D,B,D,A,C
4091,8,D,C,B,B,D,D,B,D,D,A,D,C,D,D,B,D,A,B,C,A,B,E,E,B,C,A,C,A,B,B,E,A,D,A,B,E,B,C,C,D,A,C,B,A,C,B,A,D,A,D,C,A,A,C,D,A,C,D,A,D,C,D,E,E,D,C,C,E,D,D,D,E,A,D,A,A,A,B,E,B,A,E,A,A,A,B,A,B,A,A
4092,8,D,C,C,B,A,,A,A,C,B,E,,B,A,E,D,E,"A,B",D,A,B,B,C,C,C,D,B,A,A,"C,E",C,D,A,B,B,C,E,A,B,C,B,C,A,D,E,C,B,B,A,E,D,C,B,C,A,B,C,D,B,A,D,C,E,C,B,A,C,E,A,A,A,A,A,C,B,D,B,C,E,C,D,A,B,C,D,A,B,C,B,D
4093,8,B,C,E,A,C,E,A,B,B,C,D,A,E,A,E,C,A,C,C,E,E,E,D,C,C,C,A,D,B,B,D,B,C,B,B,A,A,B,C,C,E,D,D,E,B,D,B,D,E,B,B,C,A,B,B,B,C,C,A,B,B,A,C,E,C,D,A,E,E,C,C,D,D,C,B,E,B,A,D,B,B,C,E,A,E,D,C,E,B,E
4097,8,D,C,B,B,C,D,A,B,D,D,D,A,E,C,D,D,A,B,C,A,B,E,D,C,C,C,A,A,A,A,C,D,A,D,A,A,D,B,B,C,"B,D",D,A,D,C,B,D,A,A,E,B,D,A,,B,C,C,C,A,A,B,D,D,B,C,A,D,E,D,D,C,E,A,B,E,C,D,A,B,C,E,D,C,D,A,B,E,B,A,A
4098,8,B,B,D,B,D,C,A,D,D,B,D,A,B,C,D,D,A,B,C,C,D,B,B,B,C,C,B,A,B,D,A,B,C,C,A,D,B,C,A,C,A,A,A,C,A,B,A,A,B,D,C,E,D,A,B,D,C,D,A,C,D,A,A,A,B,A,C,"C,D",E,D,B,D,A,D,A,A,B,E,C,A,B,A,A,C,B,A,A,A,E,C
4099,8,B,C,A,A,A,E,A,A,D,B,E,A,B,C,E,D,C,A,E,E,B,E,E,D,,A,E,C,B,B,C,B,E,D,B,C,D,B,B,B,A,B,A,C,A,B,C,A,A,D,C,D,B,A,B,A,,E,A,E,D,B,A,A,D,D,C,D,D,A,D,C,B,A,A,C,,E,A,C,D,D,A,A,A,A,C,B,E,C
4100,8,D,B,D,C,C,D,A,C,D,A,D,B,B,C,D,D,A,C,B,A,B,D,D,B,A,A,D,B,C,A,C,A,A,B,B,B,D,A,B,D,B,C,A,A,C,B,D,B,D,C,B,E,A,E,E,D,A,D,B,D,B,A,C,B,E,A,C,D,B,A,D,A,E,A,B,C,D,A,B,D,E,C,B,B,E,A,A,B,A,A
4101,8,D,E,A,B,,C,A,B,D,,C,,B,A,C,E,,B,C,E,B,E,D,A,E,A,,,B,E,C,D,B,A,,A,,B,D,A,C,B,A,E,D,B,D,A,B,E,E,A,B,D,D,C,E,B,A,D,B,D,C,E,B,B,B,,E,D,C,E,D,E,B,A,C,C,D,C,A,E,C,B,C,A,A,D,A,A
4103,8,C,A,E,C,C,D,E,D,D,E,D,B,D,,C,D,D,B,C,C,B,E,E,E,E,A,A,,,E,B,B,,B,B,,B,,B,D,A,B,A,,,B,D,,D,,,B,D,,B,,C,,A,,,,,,C,,D,C,A,B,D,D,,E,E,,,,E,,,,,B,,,,,,B
4104,8,,B,B,A,D,E,A,D,B,E,D,D,D,B,C,D,D,D,C,E,D,E,C,D,C,A,E,E,E,E,E,B,E,E,A,E,A,E,A,C,E,C,A,E,C,C,C,D,A,C,E,E,E,D,D,D,B,E,E,B,B,D,B,C,E,D,B,D,D,E,E,E,B,D,E,A,B,C,C,,,,,,,,,,,
4106,8,B,C,B,B,E,D,A,D,D,C,D,A,B,A,B,D,A,B,C,B,B,E,D,B,C,A,E,C,D,D,C,A,C,B,D,B,B,C,E,A,A,C,C,C,A,A,B,A,A,C,D,B,D,B,D,C,C,B,E,D,C,C,D,D,D,C,C,D,E,C,E,B,A,B,C,A,D,A,B,E,D,D,B,E,C,D,B,B,D,B
4107,8,B,C,D,B,C,,A,D,D,,D,A,C,C,B,D,B,B,,,B,,,C,C,A,D,A,,B,,B,,,,D,,,,A,A,,,,,B,D,,D,,E,E,,,B,,C,,A,,,,B,,,,C,E,E,D,A,E,,,,,,,,D,,,,,,,,,D,D
4108,8,B,C,D,B,C,D,A,B,D,A,D,A,B,C,C,D,A,B,,C,E,C,E,C,C,C,D,A,A,B,B,A,,C,,B,E,D,B,A,,,A,,,B,D,,,,C,A,,D,B,,,C,,E,,C,E,B,C,,D,B,C,D,A,B,C,B,E,C,D,E,C,B,A,C,D,A,E,C,C,E,B,C
4109,8,B,B,B,A,C,D,A,B,D,A,D,A,D,A,C,D,C,D,E,B,A,E,C,C,C,C,D,A,C,B,B,B,C,C,B,C,B,D,E,B,C,D,A,C,A,C,A,C,E,B,C,A,D,B,C,D,E,C,A,B,D,C,A,E,C,B,D,B,C,D,D,B,A,E,D,B,D,C,C,D,B,B,C,D,D,C,B,A,A,D
4110,8,B,C,D,B,C,D,A,B,B,C,D,A,B,C,,D,A,A,,,E,E,,C,C,C,,,,,D,,,,,,,,,,,C,A,,,,,,,D,B,,,,B,D,,,,,,E,,,,C,,A,,D,,,,E,,,,,,B,E,,,,,,A,,,E
4112,8,D,A,D,B,,,A,B,B,,D,,B,A,D,D,A,A,C,B,E,B,E,,C,C,C,E,A,,,,,,A,,,,,,,,A,D,,B,C,,,A,C,A,D,,E,,,C,,,,,,,C,,A,D,,A,,,,E,B,,,,,,,,,,,,,,,D
4115,8,B,E,D,B,E,D,A,D,B,D,C,B,B,A,D,D,D,A,C,B,D,E,E,C,C,C,E,B,B,A,D,,A,C,A,B,C,B,B,A,A,B,C,,B,B,D,C,B,D,D,C,B,C,B,D,C,E,A,C,B,C,B,D,A,A,A,B,B,D,B,C,B,E,B,A,A,C,E,C,C,A,C,C,C,A,D,B,D,E
4116,8,A,B,B,B,D,D,A,D,B,,D,,D,C,B,D,D,A,C,,E,E,E,C,C,A,,,B,B,D,D,,,D,A,B,C,,,,C,A,,D,B,A,E,B,C,D,A,B,C,B,,B,D,B,D,A,,C,,C,,C,D,E,D,B,A,A,B,B,,,A,A,,,D,A,B,,,C,,,C
4119,8,B,D,A,C,C,D,E,,D,C,D,A,D,A,B,C,D,B,A,D,D,E,E,C,C,B,"A,D",A,A,A,C,E,A,C,A,A,D,C,D,A,B,C,A,A,D,A,D,D,A,E,D,C,D,D,B,B,E,D,D,D,E,B,A,E,C,A,D,D,D,A,E,E,A,C,E,B,B,D,C,E,E,A,C,B,D,A,"A,C",C,D,B
4122,8,B,D,C,B,C,A,D,D,D,D,D,B,B,E,B,B,E,C,C,C,D,B,C,C,A,B,C,D,C,A,B,D,C,B,B,D,D,B,B,D,C,D,C,D,C,D,A,B,C,D,C,B,A,D,D,C,D,B,D,C,B,C,B,C,B,D,A,C,D,A,B,D,A,B,B,C,E,D,E,A,C,D,C,C,B,D,E,A,B,B
4126,8,A,D,A,B,E,E,A,B,D,A,C,D,C,E,A,B,E,B,D,B,B,E,E,D,B,C,C,D,B,B,D,D,B,A,B,C,D,A,C,C,E,A,A,C,B,A,B,C,D,E,E,E,C,D,B,C,A,D,B,D,C,B,D,B,A,C,A,D,D,A,E,A,A,B,B,C,D,E,D,C,A,E,B,C,A,B,D,B,C,B
4128,8,C,B,D,B,C,A,A,D,A,B,A,D,B,A,D,D,A,C,B,D,B,E,B,D,C,A,C,B,A,C,C,A,D,B,E,C,A,A,C,D,B,D,D,B,A,B,D,B,D,E,B,C,D,E,B,C,E,B,C,A,C,D,D,B,E,A,D,E,B,B,B,C,D,B,C,A,C,B,C,B,D,E,C,A,D,A,B,A,D,C
4129,8,D,C,C,B,B,D,A,C,B,D,C,D,D,B,C,A,D,B,C,B,C,A,E,B,C,C,A,C,E,C,D,A,C,D,E,A,C,E,A,C,B,C,D,A,C,B,C,A,D,E,A,A,B,D,B,E,"A,B",B,D,C,,"A,E",C,B,D,A,C,D,"C,E",B,D,E,A,C,B,E,C,A,D,C,B,A,A,E,C,D,B,D,C,C
4131,8,,C,D,B,E,E,A,D,D,,D,D,B,C,,D,A,B,E,D,E,E,E,D,E,A,E,,,E,E,E,A,C,D,B,,,,,E,,,,,C,,,A,E,B,D,B,A,B,,C,,,D,,,,,,,E,D,D,D,,,A,,B,E,A,,C,E,,E,A,C,C,A,E,D,C,E
4133,8,D,C,B,B,E,E,A,D,B,E,D,E,B,D,E,D,E,A,"B,E",B,B,E,B,A,C,A,E,A,C,B,D,B,C,D,D,B,D,C,E,A,C,E,B,E,E,"B,C",B,D,C,E,E,D,B,C,B,A,B,B,A,E,A,"A,D",C,A,A,B,A,D,D,E,E,A,A,"B,E",B,A,B,B,E,E,D,"D,E","A,B",C,C,C,B,B,D,C
4137,8,B,E,B,B,D,E,A,D,B,A,D,C,B,A,C,D,C,B,C,B,E,E,B,C,C,A,E,A,B,B,C,B,D,C,B,B,C,D,B,A,B,D,B,A,A,E,D,A,B,E,B,E,D,B,D,D,A,A,B,B,D,E,E,A,D,B,C,E,A,A,B,C,A,B,C,B,E,B,C,C,B,D,B,D,B,A,D,C,D,A
4138,8,A,E,B,A,E,E,A,D,D,B,C,A,B,C,D,D,A,A,D,C,E,E,E,E,C,A,E,C,B,B,B,D,A,A,B,B,E,C,D,A,A,C,B,E,C,E,A,A,A,B,E,A,B,A,B,C,C,E,C,A,E,A,C,E,B,C,E,D,D,C,A,E,A,E,E,C,E,E,D,A,D,E,C,E,A,E,E,B,E,A
4139,8,B,B,"A,D",B,C,E,A,D,D,C,"B,C",B,B,D,B,D,D,E,C,D,B,E,D,A,C,A,B,C,A,D,E,B,C,B,C,D,C,C,,A,E,D,,E,D,B,A,D,C,D,E,C,B,C,B,C,C,C,A,A,B,D,C,E,D,C,D,B,A,"B,C","A,D",B,C,B,D,A,C,E,B,D,C,B,E,D,B,A,D,B,A,D
4155,8,D,C,B,A,D,D,A,D,B,,D,A,,C,B,D,A,B,C,B,D,B,E,D,C,A,E,,,,,,,,,B,,,A,,D,,,,,B,A,D,C,A,E,A,D,C,B,C,C,A,A,D,,D,B,E,,C,D,E,D,E,D,E,A,B,C,,,,C,,,D,A,C,B,A,D,B,D,C
4157,8,B,C,B,B,E,D,A,D,D,E,D,B,B,A,B,D,A,"B,E",,,"B,E",E,,C,,B,,,A,A,C,E,,,,B,,,,C,,,B,,,,,D,A,D,A,B,,C,B,,C,,B,,C,,C,,B,,C,D,A,,D,E,A,A,B,C,D,D,C,"A,B",A,B,C,D,C,A,,,B,A
4158,8,A,B,C,D,E,A,"A,B",C,D,E,A,B,C,D,E,A,B,"B,C",D,E,A,"B,E",C,D,E,A,B,C,D,E,A,B,C,D,E,A,B,C,D,E,A,B,C,D,E,A,B,C,D,E,A,B,C,"D,E",E,A,B,C,D,E,A,B,C,D,E,A,B,C,D,E,A,B,C,D,E,A,B,C,D,E,A,B,C,D,E,A,B,C,D,E
4159,8,C,C,D,C,C,C,A,B,B,B,D,A,D,D,C,D,D,B,C,C,E,D,B,"C,E",E,C,A,C,D,B,C,B,B,D,B,B,C,D,B,C,B,D,A,C,B,A,D,A,A,E,B,A,C,C,B,D,A,A,A,B,B,A,C,B,D,E,B,E,E,A,C,D,A,E,C,A,E,C,B,E,D,D,A,C,C,A,A,A,B,A
4160,8,D,C,C,B,E,D,A,D,B,E,D,A,B,C,B,D,D,B,C,B,,,,,,D,,,,A,,,,,C,,,,A,,,,,,,B,C,D,C,D,E,A,D,C,B,C,C,,A,A,,D,E,E,,,C,D,D,C,D,D,A,D,B,E,,,,C,C,D,,C,,A,D,,,C
4161,8,A,,D,B,C,A,A,D,D,A,D,A,D,D,D,D,E,B,D,A,B,E,,,C,,E,A,,A,C,D,,A,A,C,B,E,"C,E",A,A,,A,E,D,B,B,D,C,D,E,D,,D,B,C,C,A,A,E,"B,C",C,,E,,C,C,D,D,C,D,D,A,,E,A,,,B,A,E,A,,A,C,A,A,B,,A
4162,8,A,B,C,B,C,D,A,B,A,E,D,D,B,A,C,D,A,C,B,C,D,A,B,C,A,E,C,B,B,"D,E",C,B,D,A,B,C,D,"C,E",B,C,E,A,"B,C,D",D,B,"B,C",E,B,D,C,B,E,,B,C,C,A,E,A,"B,D",C,B,C,E,B,A,D,E,D,A,C,E,C,A,B,C,A,D,C,E,B,D,A,C,D,B,B,C,C,"C,E"
4163,8,A,C,D,B,D,D,A,D,D,"C,E",D,C,B,C,B,D,D,B,E,B,E,B,E,D,C,C,E,C,D,B,"A,C",A,C,E,C,A,D,D,B,C,A,D,B,C,C,C,E,E,C,E,D,C,E,C,B,D,C,E,A,E,E,C,D,C,B,A,C,E,D,E,C,B,A,C,E,B,D,B,D,A,C,C,A,B,D,D,C,A,B,C
4164,8,A,C,"A,C",B,D,D,A,D,D,E,D,,B,C,D,D,E,A,C,B,E,B,C,D,B,E,E,C,D,B,A,A,C,E,C,A,D,D,B,C,A,D,B,C,C,C,E,E,C,E,D,A,E,C,B,D,C,E,A,E,E,C,D,C,B,A,C,E,D,E,C,B,A,C,E,B,D,B,D,A,C,"A,C",A,"B,D",D,D,C,A,B,E
4168,8,B,B,D,A,D,D,C,E,B,C,D,E,D,A,E,D,C,B,C,C,B,E,E,C,D,C,C,C,C,B,E,B,E,C,E,C,B,A,C,A,B,D,D,C,C,A,C,D,A,D,A,C,A,A,B,D,"A,E",B,B,D,C,C,E,C,D,C,C,E,D,D,B,E,A,D,E,B,B,D,D,B,E,E,B,C,C,A,E,C,D,A
4169,8,A,B,B,A,D,E,A,C,D,A,C,A,D,A,D,D,C,A,C,C,A,B,E,B,D,A,D,B,C,A,D,B,D,A,B,A,B,A,C,A,C,D,B,A,B,A,D,A,B,E,D,B,E,B,B,D,E,A,B,C,A,E,C,A,C,D,B,E,C,C,B,D,A,E,B,B,D,C,A,C,A,D,B,C,C,B,E,B,A,C
4171,8,B,D,B,A,D,E,A,D,"B,D",,C,E,D,A,E,C,D,C,E,B,D,B,A,B,C,C,A,D,A,C,E,B,A,D,B,E,D,A,C,B,A,D,A,C,E,B,D,B,C,E,A,C,E,A,D,B,A,C,E,B,D,A,C,E,D,B,D,A,E,C,A,D,B,E,C,A,D,B,E,D,B,A,C,E,B,C,A,D,B,D
